parameter,value,domain,congruency,par_class
mu_alphaV_inc,0.0107308,V,inc,learning
mu_alphaP_con,0.0543762,P,con,learning
mu_alphaP_inc,0.011267,P,inc,learning
mu_alphaV_con,0.119066,V,con,learning
mu_alphaV_inc,0.0094882,V,inc,learning
mu_alphaP_con,0.0587877,P,con,learning
mu_alphaP_inc,0.0121597,P,inc,learning
mu_alphaV_con,0.110758,V,con,learning
mu_alphaV_inc,0.0147901,V,inc,learning
mu_alphaP_con,0.045098,P,con,learning
mu_alphaP_inc,0.0156152,P,inc,learning
mu_alphaV_con,0.112272,V,con,learning
mu_alphaV_inc,0.0173417,V,inc,learning
mu_alphaP_con,0.0554779,P,con,learning
mu_alphaP_inc,0.0128782,P,inc,learning
mu_alphaV_con,0.127854,V,con,learning
mu_alphaV_inc,0.0122316,V,inc,learning
mu_alphaP_con,0.0445566,P,con,learning
mu_alphaP_inc,0.01295,P,inc,learning
mu_alphaV_con,0.118002,V,con,learning
mu_alphaV_inc,0.018586600000000002,V,inc,learning
mu_alphaP_con,0.0491507,P,con,learning
mu_alphaP_inc,0.0111162,P,inc,learning
mu_alphaV_con,0.123574,V,con,learning
mu_alphaV_inc,0.0179331,V,inc,learning
mu_alphaP_con,0.0603363,P,con,learning
mu_alphaP_inc,0.00909277,P,inc,learning
mu_alphaV_con,0.118012,V,con,learning
mu_alphaV_inc,0.0115418,V,inc,learning
mu_alphaP_con,0.0488016,P,con,learning
mu_alphaP_inc,0.01277,P,inc,learning
mu_alphaV_con,0.124179,V,con,learning
mu_alphaV_inc,0.0142322,V,inc,learning
mu_alphaP_con,0.0554912,P,con,learning
mu_alphaP_inc,0.0128404,P,inc,learning
mu_alphaV_con,0.136816,V,con,learning
mu_alphaV_inc,0.0117368,V,inc,learning
mu_alphaP_con,0.06351,P,con,learning
mu_alphaP_inc,0.00911014,P,inc,learning
mu_alphaV_con,0.130173,V,con,learning
mu_alphaV_inc,0.0124576,V,inc,learning
mu_alphaP_con,0.0484838,P,con,learning
mu_alphaP_inc,0.014732,P,inc,learning
mu_alphaV_con,0.12155,V,con,learning
mu_alphaV_inc,0.0101679,V,inc,learning
mu_alphaP_con,0.0527621,P,con,learning
mu_alphaP_inc,0.0117343,P,inc,learning
mu_alphaV_con,0.119859,V,con,learning
mu_alphaV_inc,0.0141753,V,inc,learning
mu_alphaP_con,0.0493544,P,con,learning
mu_alphaP_inc,0.0138242,P,inc,learning
mu_alphaV_con,0.116973,V,con,learning
mu_alphaV_inc,0.0133869,V,inc,learning
mu_alphaP_con,0.0515318,P,con,learning
mu_alphaP_inc,0.0106045,P,inc,learning
mu_alphaV_con,0.120967,V,con,learning
mu_alphaV_inc,0.0134383,V,inc,learning
mu_alphaP_con,0.0516161,P,con,learning
mu_alphaP_inc,0.0156084,P,inc,learning
mu_alphaV_con,0.114303,V,con,learning
mu_alphaV_inc,0.0130429,V,inc,learning
mu_alphaP_con,0.0685213,P,con,learning
mu_alphaP_inc,0.0180502,P,inc,learning
mu_alphaV_con,0.129096,V,con,learning
mu_alphaV_inc,0.0149526,V,inc,learning
mu_alphaP_con,0.0515418,P,con,learning
mu_alphaP_inc,0.00898732,P,inc,learning
mu_alphaV_con,0.134929,V,con,learning
mu_alphaV_inc,0.0156616,V,inc,learning
mu_alphaP_con,0.0510143,P,con,learning
mu_alphaP_inc,0.0133654,P,inc,learning
mu_alphaV_con,0.121598,V,con,learning
mu_alphaV_inc,0.0165005,V,inc,learning
mu_alphaP_con,0.0487441,P,con,learning
mu_alphaP_inc,0.0105832,P,inc,learning
mu_alphaV_con,0.128068,V,con,learning
mu_alphaV_inc,0.0112716,V,inc,learning
mu_alphaP_con,0.0536193,P,con,learning
mu_alphaP_inc,0.0126227,P,inc,learning
mu_alphaV_con,0.114756,V,con,learning
mu_alphaV_inc,0.0132543,V,inc,learning
mu_alphaP_con,0.0522133,P,con,learning
mu_alphaP_inc,0.00891801,P,inc,learning
mu_alphaV_con,0.112072,V,con,learning
mu_alphaV_inc,0.01245,V,inc,learning
mu_alphaP_con,0.0511624,P,con,learning
mu_alphaP_inc,0.0110152,P,inc,learning
mu_alphaV_con,0.106041,V,con,learning
mu_alphaV_inc,0.0170844,V,inc,learning
mu_alphaP_con,0.0499208,P,con,learning
mu_alphaP_inc,0.0116503,P,inc,learning
mu_alphaV_con,0.105245,V,con,learning
mu_alphaV_inc,0.0180844,V,inc,learning
mu_alphaP_con,0.0461719,P,con,learning
mu_alphaP_inc,0.00978502,P,inc,learning
mu_alphaV_con,0.0998895,V,con,learning
mu_alphaV_inc,0.00871992,V,inc,learning
mu_alphaP_con,0.0812076,P,con,learning
mu_alphaP_inc,0.0111137,P,inc,learning
mu_alphaV_con,0.111746,V,con,learning
mu_alphaV_inc,0.0110146,V,inc,learning
mu_alphaP_con,0.0340168,P,con,learning
mu_alphaP_inc,0.0120648,P,inc,learning
mu_alphaV_con,0.121808,V,con,learning
mu_alphaV_inc,0.0129548,V,inc,learning
mu_alphaP_con,0.0706498,P,con,learning
mu_alphaP_inc,0.0131275,P,inc,learning
mu_alphaV_con,0.106419,V,con,learning
mu_alphaV_inc,0.014014,V,inc,learning
mu_alphaP_con,0.0593542,P,con,learning
mu_alphaP_inc,0.00931679,P,inc,learning
mu_alphaV_con,0.108897,V,con,learning
mu_alphaV_inc,0.0132862,V,inc,learning
mu_alphaP_con,0.0607928,P,con,learning
mu_alphaP_inc,0.00828354,P,inc,learning
mu_alphaV_con,0.124733,V,con,learning
mu_alphaV_inc,0.0112033,V,inc,learning
mu_alphaP_con,0.0547376,P,con,learning
mu_alphaP_inc,0.0100039,P,inc,learning
mu_alphaV_con,0.104378,V,con,learning
mu_alphaV_inc,0.0142014,V,inc,learning
mu_alphaP_con,0.0589265,P,con,learning
mu_alphaP_inc,0.012874,P,inc,learning
mu_alphaV_con,0.120042,V,con,learning
mu_alphaV_inc,0.00928817,V,inc,learning
mu_alphaP_con,0.0506294,P,con,learning
mu_alphaP_inc,0.0117348,P,inc,learning
mu_alphaV_con,0.115406,V,con,learning
mu_alphaV_inc,0.0119388,V,inc,learning
mu_alphaP_con,0.0670778,P,con,learning
mu_alphaP_inc,0.0100061,P,inc,learning
mu_alphaV_con,0.123792,V,con,learning
mu_alphaV_inc,0.0137693,V,inc,learning
mu_alphaP_con,0.0461743,P,con,learning
mu_alphaP_inc,0.0151408,P,inc,learning
mu_alphaV_con,0.113613,V,con,learning
mu_alphaV_inc,0.00963588,V,inc,learning
mu_alphaP_con,0.0707513,P,con,learning
mu_alphaP_inc,0.014286,P,inc,learning
mu_alphaV_con,0.106716,V,con,learning
mu_alphaV_inc,0.0137946,V,inc,learning
mu_alphaP_con,0.0592279,P,con,learning
mu_alphaP_inc,0.00974654,P,inc,learning
mu_alphaV_con,0.101872,V,con,learning
mu_alphaV_inc,0.0131947,V,inc,learning
mu_alphaP_con,0.0517598,P,con,learning
mu_alphaP_inc,0.0144451,P,inc,learning
mu_alphaV_con,0.113142,V,con,learning
mu_alphaV_inc,0.0116396,V,inc,learning
mu_alphaP_con,0.0578721,P,con,learning
mu_alphaP_inc,0.0137161,P,inc,learning
mu_alphaV_con,0.1129,V,con,learning
mu_alphaV_inc,0.0123579,V,inc,learning
mu_alphaP_con,0.047981,P,con,learning
mu_alphaP_inc,0.00985337,P,inc,learning
mu_alphaV_con,0.126615,V,con,learning
mu_alphaV_inc,0.014186,V,inc,learning
mu_alphaP_con,0.0535843,P,con,learning
mu_alphaP_inc,0.0126178,P,inc,learning
mu_alphaV_con,0.0938474,V,con,learning
mu_alphaV_inc,0.0140266,V,inc,learning
mu_alphaP_con,0.058213,P,con,learning
mu_alphaP_inc,0.0117468,P,inc,learning
mu_alphaV_con,0.097163,V,con,learning
mu_alphaV_inc,0.0132336,V,inc,learning
mu_alphaP_con,0.0591916,P,con,learning
mu_alphaP_inc,0.0112956,P,inc,learning
mu_alphaV_con,0.118837,V,con,learning
mu_alphaV_inc,0.0115251,V,inc,learning
mu_alphaP_con,0.0492162,P,con,learning
mu_alphaP_inc,0.012049,P,inc,learning
mu_alphaV_con,0.119961,V,con,learning
mu_alphaV_inc,0.0131192,V,inc,learning
mu_alphaP_con,0.0495922,P,con,learning
mu_alphaP_inc,0.0106463,P,inc,learning
mu_alphaV_con,0.116752,V,con,learning
mu_alphaV_inc,0.0142249,V,inc,learning
mu_alphaP_con,0.0555715,P,con,learning
mu_alphaP_inc,0.014138,P,inc,learning
mu_alphaV_con,0.121486,V,con,learning
mu_alphaV_inc,0.0166691,V,inc,learning
mu_alphaP_con,0.05338,P,con,learning
mu_alphaP_inc,0.0104262,P,inc,learning
mu_alphaV_con,0.116246,V,con,learning
mu_alphaV_inc,0.0138626,V,inc,learning
mu_alphaP_con,0.0492347,P,con,learning
mu_alphaP_inc,0.0109467,P,inc,learning
mu_alphaV_con,0.107709,V,con,learning
mu_alphaV_inc,0.0107786,V,inc,learning
mu_alphaP_con,0.0475351,P,con,learning
mu_alphaP_inc,0.0112699,P,inc,learning
mu_alphaV_con,0.113115,V,con,learning
mu_alphaV_inc,0.014841,V,inc,learning
mu_alphaP_con,0.0565249,P,con,learning
mu_alphaP_inc,0.011545,P,inc,learning
mu_alphaV_con,0.117128,V,con,learning
mu_alphaV_inc,0.0116833,V,inc,learning
mu_alphaP_con,0.0512036,P,con,learning
mu_alphaP_inc,0.00948007,P,inc,learning
mu_alphaV_con,0.115553,V,con,learning
mu_alphaV_inc,0.0150493,V,inc,learning
mu_alphaP_con,0.0622508,P,con,learning
mu_alphaP_inc,0.0126723,P,inc,learning
mu_alphaV_con,0.118383,V,con,learning
mu_alphaV_inc,0.0145291,V,inc,learning
mu_alphaP_con,0.0531017,P,con,learning
mu_alphaP_inc,0.0127907,P,inc,learning
mu_alphaV_con,0.116804,V,con,learning
mu_alphaV_inc,0.0103879,V,inc,learning
mu_alphaP_con,0.0500647,P,con,learning
mu_alphaP_inc,0.00982264,P,inc,learning
mu_alphaV_con,0.111641,V,con,learning
mu_alphaV_inc,0.0108852,V,inc,learning
mu_alphaP_con,0.0471208,P,con,learning
mu_alphaP_inc,0.0114409,P,inc,learning
mu_alphaV_con,0.098928,V,con,learning
mu_alphaV_inc,0.00986953,V,inc,learning
mu_alphaP_con,0.0395808,P,con,learning
mu_alphaP_inc,0.0104497,P,inc,learning
mu_alphaV_con,0.122786,V,con,learning
mu_alphaV_inc,0.0113185,V,inc,learning
mu_alphaP_con,0.0468591,P,con,learning
mu_alphaP_inc,0.00904921,P,inc,learning
mu_alphaV_con,0.10131,V,con,learning
mu_alphaV_inc,0.0123564,V,inc,learning
mu_alphaP_con,0.0453108,P,con,learning
mu_alphaP_inc,0.00882704,P,inc,learning
mu_alphaV_con,0.103022,V,con,learning
mu_alphaV_inc,0.00912728,V,inc,learning
mu_alphaP_con,0.0568411,P,con,learning
mu_alphaP_inc,0.0139812,P,inc,learning
mu_alphaV_con,0.110418,V,con,learning
mu_alphaV_inc,0.0131538,V,inc,learning
mu_alphaP_con,0.0569043,P,con,learning
mu_alphaP_inc,0.0126437,P,inc,learning
mu_alphaV_con,0.13116,V,con,learning
mu_alphaV_inc,0.0104784,V,inc,learning
mu_alphaP_con,0.0539277,P,con,learning
mu_alphaP_inc,0.00699862,P,inc,learning
mu_alphaV_con,0.105361,V,con,learning
mu_alphaV_inc,0.0100399,V,inc,learning
mu_alphaP_con,0.0463847,P,con,learning
mu_alphaP_inc,0.00644149,P,inc,learning
mu_alphaV_con,0.122399,V,con,learning
mu_alphaV_inc,0.0104078,V,inc,learning
mu_alphaP_con,0.0578056,P,con,learning
mu_alphaP_inc,0.00592685,P,inc,learning
mu_alphaV_con,0.12858,V,con,learning
mu_alphaV_inc,0.0155907,V,inc,learning
mu_alphaP_con,0.0505149,P,con,learning
mu_alphaP_inc,0.0122478,P,inc,learning
mu_alphaV_con,0.108322,V,con,learning
mu_alphaV_inc,0.0149815,V,inc,learning
mu_alphaP_con,0.0492361,P,con,learning
mu_alphaP_inc,0.0134137,P,inc,learning
mu_alphaV_con,0.125473,V,con,learning
mu_alphaV_inc,0.00963153,V,inc,learning
mu_alphaP_con,0.0490452,P,con,learning
mu_alphaP_inc,0.0119936,P,inc,learning
mu_alphaV_con,0.112937,V,con,learning
mu_alphaV_inc,0.0180064,V,inc,learning
mu_alphaP_con,0.0533474,P,con,learning
mu_alphaP_inc,0.0102916,P,inc,learning
mu_alphaV_con,0.1301,V,con,learning
mu_alphaV_inc,0.0156587,V,inc,learning
mu_alphaP_con,0.0565806,P,con,learning
mu_alphaP_inc,0.00994602,P,inc,learning
mu_alphaV_con,0.121022,V,con,learning
mu_alphaV_inc,0.0106618,V,inc,learning
mu_alphaP_con,0.0620395,P,con,learning
mu_alphaP_inc,0.0121514,P,inc,learning
mu_alphaV_con,0.107083,V,con,learning
mu_alphaV_inc,0.0146089,V,inc,learning
mu_alphaP_con,0.063214,P,con,learning
mu_alphaP_inc,0.00720221,P,inc,learning
mu_alphaV_con,0.108747,V,con,learning
mu_alphaV_inc,0.0125509,V,inc,learning
mu_alphaP_con,0.0551934,P,con,learning
mu_alphaP_inc,0.00991982,P,inc,learning
mu_alphaV_con,0.108497,V,con,learning
mu_alphaV_inc,0.0112176,V,inc,learning
mu_alphaP_con,0.0638942,P,con,learning
mu_alphaP_inc,0.00961894,P,inc,learning
mu_alphaV_con,0.124644,V,con,learning
mu_alphaV_inc,0.0123419,V,inc,learning
mu_alphaP_con,0.0539193,P,con,learning
mu_alphaP_inc,0.00795985,P,inc,learning
mu_alphaV_con,0.119026,V,con,learning
mu_alphaV_inc,0.0162218,V,inc,learning
mu_alphaP_con,0.0613664,P,con,learning
mu_alphaP_inc,0.0129506,P,inc,learning
mu_alphaV_con,0.108264,V,con,learning
mu_alphaV_inc,0.0135772,V,inc,learning
mu_alphaP_con,0.0435475,P,con,learning
mu_alphaP_inc,0.0116252,P,inc,learning
mu_alphaV_con,0.120795,V,con,learning
mu_alphaV_inc,0.0153716,V,inc,learning
mu_alphaP_con,0.0510656,P,con,learning
mu_alphaP_inc,0.01155,P,inc,learning
mu_alphaV_con,0.124346,V,con,learning
mu_alphaV_inc,0.0153507,V,inc,learning
mu_alphaP_con,0.0510119,P,con,learning
mu_alphaP_inc,0.00896288,P,inc,learning
mu_alphaV_con,0.0963359,V,con,learning
mu_alphaV_inc,0.0117479,V,inc,learning
mu_alphaP_con,0.0494946,P,con,learning
mu_alphaP_inc,0.0101076,P,inc,learning
mu_alphaV_con,0.0990899,V,con,learning
mu_alphaV_inc,0.0139875,V,inc,learning
mu_alphaP_con,0.0506189,P,con,learning
mu_alphaP_inc,0.0142881,P,inc,learning
mu_alphaV_con,0.12276,V,con,learning
mu_alphaV_inc,0.0135048,V,inc,learning
mu_alphaP_con,0.0447988,P,con,learning
mu_alphaP_inc,0.0168173,P,inc,learning
mu_alphaV_con,0.0982826,V,con,learning
mu_alphaV_inc,0.0151727,V,inc,learning
mu_alphaP_con,0.0548876,P,con,learning
mu_alphaP_inc,0.00900597,P,inc,learning
mu_alphaV_con,0.113754,V,con,learning
mu_alphaV_inc,0.0137359,V,inc,learning
mu_alphaP_con,0.0532137,P,con,learning
mu_alphaP_inc,0.00961307,P,inc,learning
mu_alphaV_con,0.11426,V,con,learning
mu_alphaV_inc,0.0121459,V,inc,learning
mu_alphaP_con,0.0505524,P,con,learning
mu_alphaP_inc,0.0135739,P,inc,learning
mu_alphaV_con,0.11232,V,con,learning
mu_alphaV_inc,0.0118956,V,inc,learning
mu_alphaP_con,0.0543744,P,con,learning
mu_alphaP_inc,0.0117058,P,inc,learning
mu_alphaV_con,0.126968,V,con,learning
mu_alphaV_inc,0.0113544,V,inc,learning
mu_alphaP_con,0.0638386,P,con,learning
mu_alphaP_inc,0.0148299,P,inc,learning
mu_alphaV_con,0.128777,V,con,learning
mu_alphaV_inc,0.0115833,V,inc,learning
mu_alphaP_con,0.0659722,P,con,learning
mu_alphaP_inc,0.0147142,P,inc,learning
mu_alphaV_con,0.11518,V,con,learning
mu_alphaV_inc,0.00984754,V,inc,learning
mu_alphaP_con,0.0413924,P,con,learning
mu_alphaP_inc,0.00982349,P,inc,learning
mu_alphaV_con,0.12057,V,con,learning
mu_alphaV_inc,0.0109736,V,inc,learning
mu_alphaP_con,0.0446425,P,con,learning
mu_alphaP_inc,0.0137431,P,inc,learning
mu_alphaV_con,0.112921,V,con,learning
mu_alphaV_inc,0.0139447,V,inc,learning
mu_alphaP_con,0.0611452,P,con,learning
mu_alphaP_inc,0.00783286,P,inc,learning
mu_alphaV_con,0.111905,V,con,learning
mu_alphaV_inc,0.0106172,V,inc,learning
mu_alphaP_con,0.0606603,P,con,learning
mu_alphaP_inc,0.013633,P,inc,learning
mu_alphaV_con,0.115158,V,con,learning
mu_alphaV_inc,0.012546,V,inc,learning
mu_alphaP_con,0.0534864,P,con,learning
mu_alphaP_inc,0.0125518,P,inc,learning
mu_alphaV_con,0.114793,V,con,learning
mu_alphaV_inc,0.0117664,V,inc,learning
mu_alphaP_con,0.0463585,P,con,learning
mu_alphaP_inc,0.0170392,P,inc,learning
mu_alphaV_con,0.114257,V,con,learning
mu_alphaV_inc,0.0109692,V,inc,learning
mu_alphaP_con,0.0487724,P,con,learning
mu_alphaP_inc,0.011844,P,inc,learning
mu_alphaV_con,0.105991,V,con,learning
mu_alphaV_inc,0.0114834,V,inc,learning
mu_alphaP_con,0.0506443,P,con,learning
mu_alphaP_inc,0.0135734,P,inc,learning
mu_alphaV_con,0.113607,V,con,learning
mu_alphaV_inc,0.0108652,V,inc,learning
mu_alphaP_con,0.0530309,P,con,learning
mu_alphaP_inc,0.0106362,P,inc,learning
mu_alphaV_con,0.108875,V,con,learning
mu_alphaV_inc,0.0161097,V,inc,learning
mu_alphaP_con,0.0501035,P,con,learning
mu_alphaP_inc,0.0118795,P,inc,learning
mu_alphaV_con,0.118349,V,con,learning
mu_alphaV_inc,0.0141416,V,inc,learning
mu_alphaP_con,0.0496308,P,con,learning
mu_alphaP_inc,0.0126188,P,inc,learning
mu_alphaV_con,0.118148,V,con,learning
mu_alphaV_inc,0.0132175,V,inc,learning
mu_alphaP_con,0.0565925,P,con,learning
mu_alphaP_inc,0.00799681,P,inc,learning
mu_alphaV_con,0.116403,V,con,learning
mu_alphaV_inc,0.0155044,V,inc,learning
mu_alphaP_con,0.0498757,P,con,learning
mu_alphaP_inc,0.00810601,P,inc,learning
mu_alphaV_con,0.115369,V,con,learning
mu_alphaV_inc,0.0117776,V,inc,learning
mu_alphaP_con,0.0535816,P,con,learning
mu_alphaP_inc,0.011521,P,inc,learning
mu_alphaV_con,0.1206,V,con,learning
mu_alphaV_inc,0.0125845,V,inc,learning
mu_alphaP_con,0.05587,P,con,learning
mu_alphaP_inc,0.00971409,P,inc,learning
mu_alphaV_con,0.139919,V,con,learning
mu_alphaV_inc,0.0125535,V,inc,learning
mu_alphaP_con,0.0629183,P,con,learning
mu_alphaP_inc,0.01531,P,inc,learning
mu_alphaV_con,0.101585,V,con,learning
mu_alphaV_inc,0.0109076,V,inc,learning
mu_alphaP_con,0.0476404,P,con,learning
mu_alphaP_inc,0.0119679,P,inc,learning
mu_alphaV_con,0.108566,V,con,learning
mu_alphaV_inc,0.0132264,V,inc,learning
mu_alphaP_con,0.0509179,P,con,learning
mu_alphaP_inc,0.0108959,P,inc,learning
mu_alphaV_con,0.135833,V,con,learning
mu_alphaV_inc,0.0139548,V,inc,learning
mu_alphaP_con,0.0561721,P,con,learning
mu_alphaP_inc,0.0119725,P,inc,learning
mu_alphaV_con,0.120585,V,con,learning
mu_alphaV_inc,0.0139298,V,inc,learning
mu_alphaP_con,0.054038,P,con,learning
mu_alphaP_inc,0.00946764,P,inc,learning
mu_alphaV_con,0.125969,V,con,learning
mu_alphaV_inc,0.0155329,V,inc,learning
mu_alphaP_con,0.0533544,P,con,learning
mu_alphaP_inc,0.0101334,P,inc,learning
mu_alphaV_con,0.108565,V,con,learning
mu_alphaV_inc,0.012007,V,inc,learning
mu_alphaP_con,0.0535735,P,con,learning
mu_alphaP_inc,0.0111841,P,inc,learning
mu_alphaV_con,0.128506,V,con,learning
mu_alphaV_inc,0.0153533,V,inc,learning
mu_alphaP_con,0.0642901,P,con,learning
mu_alphaP_inc,0.0114641,P,inc,learning
mu_alphaV_con,0.119138,V,con,learning
mu_alphaV_inc,0.0106182,V,inc,learning
mu_alphaP_con,0.0594646,P,con,learning
mu_alphaP_inc,0.0118269,P,inc,learning
mu_alphaV_con,0.111073,V,con,learning
mu_alphaV_inc,0.0128687,V,inc,learning
mu_alphaP_con,0.0463943,P,con,learning
mu_alphaP_inc,0.0147179,P,inc,learning
mu_alphaV_con,0.117434,V,con,learning
mu_alphaV_inc,0.0112714,V,inc,learning
mu_alphaP_con,0.0582817,P,con,learning
mu_alphaP_inc,0.0134595,P,inc,learning
mu_alphaV_con,0.110305,V,con,learning
mu_alphaV_inc,0.0150809,V,inc,learning
mu_alphaP_con,0.0546784,P,con,learning
mu_alphaP_inc,0.011935,P,inc,learning
mu_alphaV_con,0.11215,V,con,learning
mu_alphaV_inc,0.0145772,V,inc,learning
mu_alphaP_con,0.0527944,P,con,learning
mu_alphaP_inc,0.0125109,P,inc,learning
mu_alphaV_con,0.114665,V,con,learning
mu_alphaV_inc,0.0102215,V,inc,learning
mu_alphaP_con,0.0518707,P,con,learning
mu_alphaP_inc,0.0114618,P,inc,learning
mu_alphaV_con,0.137407,V,con,learning
mu_alphaV_inc,0.0107312,V,inc,learning
mu_alphaP_con,0.0460874,P,con,learning
mu_alphaP_inc,0.012620899999999999,P,inc,learning
mu_alphaV_con,0.126222,V,con,learning
mu_alphaV_inc,0.0160816,V,inc,learning
mu_alphaP_con,0.0479958,P,con,learning
mu_alphaP_inc,0.0137904,P,inc,learning
mu_alphaV_con,0.10979,V,con,learning
mu_alphaV_inc,0.0147167,V,inc,learning
mu_alphaP_con,0.0555968,P,con,learning
mu_alphaP_inc,0.0107302,P,inc,learning
mu_alphaV_con,0.100191,V,con,learning
mu_alphaV_inc,0.0126065,V,inc,learning
mu_alphaP_con,0.063166,P,con,learning
mu_alphaP_inc,0.00753141,P,inc,learning
mu_alphaV_con,0.138017,V,con,learning
mu_alphaV_inc,0.0156219,V,inc,learning
mu_alphaP_con,0.0396661,P,con,learning
mu_alphaP_inc,0.0111429,P,inc,learning
mu_alphaV_con,0.117308,V,con,learning
mu_alphaV_inc,0.0156264,V,inc,learning
mu_alphaP_con,0.0572909,P,con,learning
mu_alphaP_inc,0.0131129,P,inc,learning
mu_alphaV_con,0.123941,V,con,learning
mu_alphaV_inc,0.0123828,V,inc,learning
mu_alphaP_con,0.0563982,P,con,learning
mu_alphaP_inc,0.0120433,P,inc,learning
mu_alphaV_con,0.130622,V,con,learning
mu_alphaV_inc,0.0115739,V,inc,learning
mu_alphaP_con,0.0507784,P,con,learning
mu_alphaP_inc,0.013107,P,inc,learning
mu_alphaV_con,0.144172,V,con,learning
mu_alphaV_inc,0.0161547,V,inc,learning
mu_alphaP_con,0.0558832,P,con,learning
mu_alphaP_inc,0.010356,P,inc,learning
mu_alphaV_con,0.128412,V,con,learning
mu_alphaV_inc,0.0120789,V,inc,learning
mu_alphaP_con,0.0575422,P,con,learning
mu_alphaP_inc,0.0139212,P,inc,learning
mu_alphaV_con,0.128001,V,con,learning
mu_alphaV_inc,0.0115092,V,inc,learning
mu_alphaP_con,0.0496413,P,con,learning
mu_alphaP_inc,0.00895933,P,inc,learning
mu_alphaV_con,0.105747,V,con,learning
mu_alphaV_inc,0.0117676,V,inc,learning
mu_alphaP_con,0.0555719,P,con,learning
mu_alphaP_inc,0.0139287,P,inc,learning
mu_alphaV_con,0.125797,V,con,learning
mu_alphaV_inc,0.0131115,V,inc,learning
mu_alphaP_con,0.0492485,P,con,learning
mu_alphaP_inc,0.0114429,P,inc,learning
mu_alphaV_con,0.128458,V,con,learning
mu_alphaV_inc,0.0133127,V,inc,learning
mu_alphaP_con,0.0531658,P,con,learning
mu_alphaP_inc,0.0117626,P,inc,learning
mu_alphaV_con,0.134936,V,con,learning
mu_alphaV_inc,0.0165553,V,inc,learning
mu_alphaP_con,0.052180699999999997,P,con,learning
mu_alphaP_inc,0.0140688,P,inc,learning
mu_alphaV_con,0.111704,V,con,learning
mu_alphaV_inc,0.0128152,V,inc,learning
mu_alphaP_con,0.0555067,P,con,learning
mu_alphaP_inc,0.0115234,P,inc,learning
mu_alphaV_con,0.111999,V,con,learning
mu_alphaV_inc,0.0108963,V,inc,learning
mu_alphaP_con,0.0524807,P,con,learning
mu_alphaP_inc,0.013828,P,inc,learning
mu_alphaV_con,0.11306,V,con,learning
mu_alphaV_inc,0.0127151,V,inc,learning
mu_alphaP_con,0.0519091,P,con,learning
mu_alphaP_inc,0.0103802,P,inc,learning
mu_alphaV_con,0.123433,V,con,learning
mu_alphaV_inc,0.014789,V,inc,learning
mu_alphaP_con,0.059038,P,con,learning
mu_alphaP_inc,0.0127394,P,inc,learning
mu_alphaV_con,0.122087,V,con,learning
mu_alphaV_inc,0.0117543,V,inc,learning
mu_alphaP_con,0.0500702,P,con,learning
mu_alphaP_inc,0.01042,P,inc,learning
mu_alphaV_con,0.119418,V,con,learning
mu_alphaV_inc,0.0127827,V,inc,learning
mu_alphaP_con,0.050178,P,con,learning
mu_alphaP_inc,0.00886995,P,inc,learning
mu_alphaV_con,0.110932,V,con,learning
mu_alphaV_inc,0.0130805,V,inc,learning
mu_alphaP_con,0.045736,P,con,learning
mu_alphaP_inc,0.0114025,P,inc,learning
mu_alphaV_con,0.110398,V,con,learning
mu_alphaV_inc,0.0122896,V,inc,learning
mu_alphaP_con,0.0449201,P,con,learning
mu_alphaP_inc,0.0100248,P,inc,learning
mu_alphaV_con,0.113436,V,con,learning
mu_alphaV_inc,0.020887,V,inc,learning
mu_alphaP_con,0.0506155,P,con,learning
mu_alphaP_inc,0.0100826,P,inc,learning
mu_alphaV_con,0.111111,V,con,learning
mu_alphaV_inc,0.0136259,V,inc,learning
mu_alphaP_con,0.0501209,P,con,learning
mu_alphaP_inc,0.0111168,P,inc,learning
mu_alphaV_con,0.115394,V,con,learning
mu_alphaV_inc,0.0122427,V,inc,learning
mu_alphaP_con,0.0551289,P,con,learning
mu_alphaP_inc,0.0151757,P,inc,learning
mu_alphaV_con,0.108817,V,con,learning
mu_alphaV_inc,0.0132913,V,inc,learning
mu_alphaP_con,0.0483683,P,con,learning
mu_alphaP_inc,0.0102667,P,inc,learning
mu_alphaV_con,0.121658,V,con,learning
mu_alphaV_inc,0.0112837,V,inc,learning
mu_alphaP_con,0.0534747,P,con,learning
mu_alphaP_inc,0.0132864,P,inc,learning
mu_alphaV_con,0.110541,V,con,learning
mu_alphaV_inc,0.0151222,V,inc,learning
mu_alphaP_con,0.0633349,P,con,learning
mu_alphaP_inc,0.0084745,P,inc,learning
mu_alphaV_con,0.111851,V,con,learning
mu_alphaV_inc,0.0110349,V,inc,learning
mu_alphaP_con,0.0464477,P,con,learning
mu_alphaP_inc,0.0130965,P,inc,learning
mu_alphaV_con,0.12587,V,con,learning
mu_alphaV_inc,0.0123081,V,inc,learning
mu_alphaP_con,0.0609509,P,con,learning
mu_alphaP_inc,0.012144,P,inc,learning
mu_alphaV_con,0.106462,V,con,learning
mu_alphaV_inc,0.0103581,V,inc,learning
mu_alphaP_con,0.0497709,P,con,learning
mu_alphaP_inc,0.0128214,P,inc,learning
mu_alphaV_con,0.109339,V,con,learning
mu_alphaV_inc,0.0139234,V,inc,learning
mu_alphaP_con,0.0535474,P,con,learning
mu_alphaP_inc,0.0130691,P,inc,learning
mu_alphaV_con,0.1302,V,con,learning
mu_alphaV_inc,0.0122594,V,inc,learning
