parameter,value,domain,congruency,par_class
mu_alphaV_con,0.0821665,V,con,learning
mu_alphaV_inc,0.0303359,V,inc,learning
mu_alphaP_con,0.0495573,P,con,learning
mu_alphaP_inc,0.0260938,P,inc,learning
mu_alphaV_con,0.0703875,V,con,learning
mu_alphaV_inc,0.0293742,V,inc,learning
mu_alphaP_con,0.06683,P,con,learning
mu_alphaP_inc,0.016698,P,inc,learning
mu_alphaV_con,0.0852808,V,con,learning
mu_alphaV_inc,0.0248613,V,inc,learning
mu_alphaP_con,0.0646114,P,con,learning
mu_alphaP_inc,0.0209252,P,inc,learning
mu_alphaV_con,0.0765051,V,con,learning
mu_alphaV_inc,0.0264879,V,inc,learning
mu_alphaP_con,0.0603398,P,con,learning
mu_alphaP_inc,0.0217281,P,inc,learning
mu_alphaV_con,0.0798427,V,con,learning
mu_alphaV_inc,0.0251004,V,inc,learning
mu_alphaP_con,0.0592904,P,con,learning
mu_alphaP_inc,0.0236367,P,inc,learning
mu_alphaV_con,0.0807992,V,con,learning
mu_alphaV_inc,0.0276243,V,inc,learning
mu_alphaP_con,0.0548825,P,con,learning
mu_alphaP_inc,0.0209679,P,inc,learning
mu_alphaV_con,0.0910389,V,con,learning
mu_alphaV_inc,0.0268036,V,inc,learning
mu_alphaP_con,0.0591902,P,con,learning
mu_alphaP_inc,0.019772,P,inc,learning
mu_alphaV_con,0.0898915,V,con,learning
mu_alphaV_inc,0.0293916,V,inc,learning
mu_alphaP_con,0.0640315,P,con,learning
mu_alphaP_inc,0.0258996,P,inc,learning
mu_alphaV_con,0.0665085,V,con,learning
mu_alphaV_inc,0.0246957,V,inc,learning
mu_alphaP_con,0.0604571,P,con,learning
mu_alphaP_inc,0.0237824,P,inc,learning
mu_alphaV_con,0.0822146,V,con,learning
mu_alphaV_inc,0.0321819,V,inc,learning
mu_alphaP_con,0.0570267,P,con,learning
mu_alphaP_inc,0.0202428,P,inc,learning
mu_alphaV_con,0.0709373,V,con,learning
mu_alphaV_inc,0.0227317,V,inc,learning
mu_alphaP_con,0.0535794,P,con,learning
mu_alphaP_inc,0.0197,P,inc,learning
mu_alphaV_con,0.0761909,V,con,learning
mu_alphaV_inc,0.0326884,V,inc,learning
mu_alphaP_con,0.055895,P,con,learning
mu_alphaP_inc,0.0180244,P,inc,learning
mu_alphaV_con,0.082293,V,con,learning
mu_alphaV_inc,0.0258891,V,inc,learning
mu_alphaP_con,0.0653185,P,con,learning
mu_alphaP_inc,0.0198914,P,inc,learning
mu_alphaV_con,0.0693311,V,con,learning
mu_alphaV_inc,0.0351027,V,inc,learning
mu_alphaP_con,0.0637116,P,con,learning
mu_alphaP_inc,0.0172874,P,inc,learning
mu_alphaV_con,0.0729426,V,con,learning
mu_alphaV_inc,0.0279407,V,inc,learning
mu_alphaP_con,0.0529053,P,con,learning
mu_alphaP_inc,0.0199846,P,inc,learning
mu_alphaV_con,0.0704878,V,con,learning
mu_alphaV_inc,0.0343798,V,inc,learning
mu_alphaP_con,0.0559241,P,con,learning
mu_alphaP_inc,0.0159583,P,inc,learning
mu_alphaV_con,0.0813085,V,con,learning
mu_alphaV_inc,0.0287022,V,inc,learning
mu_alphaP_con,0.073481,P,con,learning
mu_alphaP_inc,0.0188561,P,inc,learning
mu_alphaV_con,0.0797658,V,con,learning
mu_alphaV_inc,0.0367105,V,inc,learning
mu_alphaP_con,0.0683689,P,con,learning
mu_alphaP_inc,0.0251316,P,inc,learning
mu_alphaV_con,0.0855559,V,con,learning
mu_alphaV_inc,0.0306522,V,inc,learning
mu_alphaP_con,0.0613984,P,con,learning
mu_alphaP_inc,0.0236624,P,inc,learning
mu_alphaV_con,0.0693601,V,con,learning
mu_alphaV_inc,0.0276094,V,inc,learning
mu_alphaP_con,0.0594224,P,con,learning
mu_alphaP_inc,0.0192025,P,inc,learning
mu_alphaV_con,0.0687528,V,con,learning
mu_alphaV_inc,0.0286757,V,inc,learning
mu_alphaP_con,0.0652953,P,con,learning
mu_alphaP_inc,0.0206171,P,inc,learning
mu_alphaV_con,0.0854023,V,con,learning
mu_alphaV_inc,0.0362536,V,inc,learning
mu_alphaP_con,0.0697539,P,con,learning
mu_alphaP_inc,0.0293424,P,inc,learning
mu_alphaV_con,0.0747821,V,con,learning
mu_alphaV_inc,0.0350624,V,inc,learning
mu_alphaP_con,0.0590685,P,con,learning
mu_alphaP_inc,0.0248465,P,inc,learning
mu_alphaV_con,0.0851363,V,con,learning
mu_alphaV_inc,0.0324258,V,inc,learning
mu_alphaP_con,0.0625992,P,con,learning
mu_alphaP_inc,0.0152463,P,inc,learning
mu_alphaV_con,0.0764493,V,con,learning
mu_alphaV_inc,0.0297435,V,inc,learning
mu_alphaP_con,0.0596774,P,con,learning
mu_alphaP_inc,0.0256338,P,inc,learning
mu_alphaV_con,0.0792341,V,con,learning
mu_alphaV_inc,0.0292483,V,inc,learning
mu_alphaP_con,0.0548122,P,con,learning
mu_alphaP_inc,0.0257426,P,inc,learning
mu_alphaV_con,0.0767957,V,con,learning
mu_alphaV_inc,0.0303927,V,inc,learning
mu_alphaP_con,0.069666,P,con,learning
mu_alphaP_inc,0.0258072,P,inc,learning
mu_alphaV_con,0.0749033,V,con,learning
mu_alphaV_inc,0.0319335,V,inc,learning
mu_alphaP_con,0.0605335,P,con,learning
mu_alphaP_inc,0.0219756,P,inc,learning
mu_alphaV_con,0.0621865,V,con,learning
mu_alphaV_inc,0.0293861,V,inc,learning
mu_alphaP_con,0.0488322,P,con,learning
mu_alphaP_inc,0.0193831,P,inc,learning
mu_alphaV_con,0.0865091,V,con,learning
mu_alphaV_inc,0.0256272,V,inc,learning
mu_alphaP_con,0.069748,P,con,learning
mu_alphaP_inc,0.0211181,P,inc,learning
mu_alphaV_con,0.0815511,V,con,learning
mu_alphaV_inc,0.0347265,V,inc,learning
mu_alphaP_con,0.0694641,P,con,learning
mu_alphaP_inc,0.0273323,P,inc,learning
mu_alphaV_con,0.0745606,V,con,learning
mu_alphaV_inc,0.0307397,V,inc,learning
mu_alphaP_con,0.0568717,P,con,learning
mu_alphaP_inc,0.0189361,P,inc,learning
mu_alphaV_con,0.0857814,V,con,learning
mu_alphaV_inc,0.0314543,V,inc,learning
mu_alphaP_con,0.0805388,P,con,learning
mu_alphaP_inc,0.0227205,P,inc,learning
mu_alphaV_con,0.0747444,V,con,learning
mu_alphaV_inc,0.0316376,V,inc,learning
mu_alphaP_con,0.0658425,P,con,learning
mu_alphaP_inc,0.0263824,P,inc,learning
mu_alphaV_con,0.0941541,V,con,learning
mu_alphaV_inc,0.0374586,V,inc,learning
mu_alphaP_con,0.0650253,P,con,learning
mu_alphaP_inc,0.0177462,P,inc,learning
mu_alphaV_con,0.0756455,V,con,learning
mu_alphaV_inc,0.0295886,V,inc,learning
mu_alphaP_con,0.0664068,P,con,learning
mu_alphaP_inc,0.0304588,P,inc,learning
mu_alphaV_con,0.0652577,V,con,learning
mu_alphaV_inc,0.0332476,V,inc,learning
mu_alphaP_con,0.0629559,P,con,learning
mu_alphaP_inc,0.0141659,P,inc,learning
mu_alphaV_con,0.0871727,V,con,learning
mu_alphaV_inc,0.0260702,V,inc,learning
mu_alphaP_con,0.0693752,P,con,learning
mu_alphaP_inc,0.0220569,P,inc,learning
mu_alphaV_con,0.0626958,V,con,learning
mu_alphaV_inc,0.035207,V,inc,learning
mu_alphaP_con,0.0625831,P,con,learning
mu_alphaP_inc,0.0211442,P,inc,learning
mu_alphaV_con,0.0802276,V,con,learning
mu_alphaV_inc,0.0275905,V,inc,learning
mu_alphaP_con,0.0566313,P,con,learning
mu_alphaP_inc,0.0212763,P,inc,learning
mu_alphaV_con,0.0719365,V,con,learning
mu_alphaV_inc,0.0325108,V,inc,learning
mu_alphaP_con,0.0565106,P,con,learning
mu_alphaP_inc,0.0215078,P,inc,learning
mu_alphaV_con,0.0765426,V,con,learning
mu_alphaV_inc,0.0209864,V,inc,learning
mu_alphaP_con,0.0560682,P,con,learning
mu_alphaP_inc,0.0174566,P,inc,learning
mu_alphaV_con,0.070422,V,con,learning
mu_alphaV_inc,0.0281902,V,inc,learning
mu_alphaP_con,0.0696025,P,con,learning
mu_alphaP_inc,0.0212518,P,inc,learning
mu_alphaV_con,0.0802343,V,con,learning
mu_alphaV_inc,0.0273272,V,inc,learning
mu_alphaP_con,0.0669873,P,con,learning
mu_alphaP_inc,0.0199408,P,inc,learning
mu_alphaV_con,0.0795484,V,con,learning
mu_alphaV_inc,0.0310122,V,inc,learning
mu_alphaP_con,0.0678656,P,con,learning
mu_alphaP_inc,0.0211867,P,inc,learning
mu_alphaV_con,0.0721131,V,con,learning
mu_alphaV_inc,0.0323399,V,inc,learning
mu_alphaP_con,0.0526962,P,con,learning
mu_alphaP_inc,0.0182688,P,inc,learning
mu_alphaV_con,0.0744267,V,con,learning
mu_alphaV_inc,0.0338141,V,inc,learning
mu_alphaP_con,0.0604017,P,con,learning
mu_alphaP_inc,0.019298,P,inc,learning
mu_alphaV_con,0.0846244,V,con,learning
mu_alphaV_inc,0.0318977,V,inc,learning
mu_alphaP_con,0.0615674,P,con,learning
mu_alphaP_inc,0.0163241,P,inc,learning
mu_alphaV_con,0.0774786,V,con,learning
mu_alphaV_inc,0.0247107,V,inc,learning
mu_alphaP_con,0.0567613,P,con,learning
mu_alphaP_inc,0.0227485,P,inc,learning
mu_alphaV_con,0.0853721,V,con,learning
mu_alphaV_inc,0.0294367,V,inc,learning
mu_alphaP_con,0.0666738,P,con,learning
mu_alphaP_inc,0.0186733,P,inc,learning
mu_alphaV_con,0.0809626,V,con,learning
mu_alphaV_inc,0.0307088,V,inc,learning
mu_alphaP_con,0.0645412,P,con,learning
mu_alphaP_inc,0.0183334,P,inc,learning
mu_alphaV_con,0.0872426,V,con,learning
mu_alphaV_inc,0.0242274,V,inc,learning
mu_alphaP_con,0.0562065,P,con,learning
mu_alphaP_inc,0.0226309,P,inc,learning
mu_alphaV_con,0.0613177,V,con,learning
mu_alphaV_inc,0.032534,V,inc,learning
mu_alphaP_con,0.0677759,P,con,learning
mu_alphaP_inc,0.0174568,P,inc,learning
mu_alphaV_con,0.0867314,V,con,learning
mu_alphaV_inc,0.0325423,V,inc,learning
mu_alphaP_con,0.0598975,P,con,learning
mu_alphaP_inc,0.018366,P,inc,learning
mu_alphaV_con,0.0710861,V,con,learning
mu_alphaV_inc,0.0256791,V,inc,learning
mu_alphaP_con,0.0606839,P,con,learning
mu_alphaP_inc,0.014088,P,inc,learning
mu_alphaV_con,0.0779266,V,con,learning
mu_alphaV_inc,0.0359824,V,inc,learning
mu_alphaP_con,0.0609589,P,con,learning
mu_alphaP_inc,0.0262256,P,inc,learning
mu_alphaV_con,0.069397,V,con,learning
mu_alphaV_inc,0.0263667,V,inc,learning
mu_alphaP_con,0.0544661,P,con,learning
mu_alphaP_inc,0.0290391,P,inc,learning
mu_alphaV_con,0.0771049,V,con,learning
mu_alphaV_inc,0.0262763,V,inc,learning
mu_alphaP_con,0.0605076,P,con,learning
mu_alphaP_inc,0.0268437,P,inc,learning
mu_alphaV_con,0.0638344,V,con,learning
mu_alphaV_inc,0.0263513,V,inc,learning
mu_alphaP_con,0.0649706,P,con,learning
mu_alphaP_inc,0.0230527,P,inc,learning
mu_alphaV_con,0.0616222,V,con,learning
mu_alphaV_inc,0.0279861,V,inc,learning
mu_alphaP_con,0.062027,P,con,learning
mu_alphaP_inc,0.0256301,P,inc,learning
mu_alphaV_con,0.0844216,V,con,learning
mu_alphaV_inc,0.0362919,V,inc,learning
mu_alphaP_con,0.0516715,P,con,learning
mu_alphaP_inc,0.0215015,P,inc,learning
mu_alphaV_con,0.0644698,V,con,learning
mu_alphaV_inc,0.0263867,V,inc,learning
mu_alphaP_con,0.0649583,P,con,learning
mu_alphaP_inc,0.0208812,P,inc,learning
mu_alphaV_con,0.0876698,V,con,learning
mu_alphaV_inc,0.035283,V,inc,learning
mu_alphaP_con,0.0576746,P,con,learning
mu_alphaP_inc,0.016649,P,inc,learning
mu_alphaV_con,0.0828322,V,con,learning
mu_alphaV_inc,0.029875,V,inc,learning
mu_alphaP_con,0.0614686,P,con,learning
mu_alphaP_inc,0.0211887,P,inc,learning
mu_alphaV_con,0.0862637,V,con,learning
mu_alphaV_inc,0.0290067,V,inc,learning
mu_alphaP_con,0.056044,P,con,learning
mu_alphaP_inc,0.0159749,P,inc,learning
mu_alphaV_con,0.0855356,V,con,learning
mu_alphaV_inc,0.0276758,V,inc,learning
mu_alphaP_con,0.0626628,P,con,learning
mu_alphaP_inc,0.015939,P,inc,learning
mu_alphaV_con,0.0757542,V,con,learning
mu_alphaV_inc,0.0281832,V,inc,learning
mu_alphaP_con,0.0583291,P,con,learning
mu_alphaP_inc,0.0217948,P,inc,learning
mu_alphaV_con,0.0680208,V,con,learning
mu_alphaV_inc,0.028908,V,inc,learning
mu_alphaP_con,0.0601788,P,con,learning
mu_alphaP_inc,0.0224705,P,inc,learning
mu_alphaV_con,0.0783337,V,con,learning
mu_alphaV_inc,0.0251192,V,inc,learning
mu_alphaP_con,0.0608883,P,con,learning
mu_alphaP_inc,0.0234074,P,inc,learning
mu_alphaV_con,0.0654518,V,con,learning
mu_alphaV_inc,0.0339282,V,inc,learning
mu_alphaP_con,0.0584337,P,con,learning
mu_alphaP_inc,0.0196925,P,inc,learning
mu_alphaV_con,0.0713422,V,con,learning
mu_alphaV_inc,0.0314564,V,inc,learning
mu_alphaP_con,0.0621939,P,con,learning
mu_alphaP_inc,0.020997,P,inc,learning
mu_alphaV_con,0.0720527,V,con,learning
mu_alphaV_inc,0.0304329,V,inc,learning
mu_alphaP_con,0.0604148,P,con,learning
mu_alphaP_inc,0.0207868,P,inc,learning
mu_alphaV_con,0.0745032,V,con,learning
mu_alphaV_inc,0.0300202,V,inc,learning
mu_alphaP_con,0.062759,P,con,learning
mu_alphaP_inc,0.0246133,P,inc,learning
mu_alphaV_con,0.0738719,V,con,learning
mu_alphaV_inc,0.0265811,V,inc,learning
mu_alphaP_con,0.0695689,P,con,learning
mu_alphaP_inc,0.0185703,P,inc,learning
mu_alphaV_con,0.0768521,V,con,learning
mu_alphaV_inc,0.0284403,V,inc,learning
mu_alphaP_con,0.063942,P,con,learning
mu_alphaP_inc,0.0226573,P,inc,learning
mu_alphaV_con,0.0843531,V,con,learning
mu_alphaV_inc,0.0331656,V,inc,learning
mu_alphaP_con,0.0594611,P,con,learning
mu_alphaP_inc,0.0230032,P,inc,learning
mu_alphaV_con,0.0745563,V,con,learning
mu_alphaV_inc,0.0268258,V,inc,learning
mu_alphaP_con,0.0601128,P,con,learning
mu_alphaP_inc,0.0192911,P,inc,learning
mu_alphaV_con,0.0811108,V,con,learning
mu_alphaV_inc,0.0340445,V,inc,learning
mu_alphaP_con,0.0631179,P,con,learning
mu_alphaP_inc,0.0239054,P,inc,learning
mu_alphaV_con,0.0716917,V,con,learning
mu_alphaV_inc,0.0301159,V,inc,learning
mu_alphaP_con,0.060589,P,con,learning
mu_alphaP_inc,0.0224476,P,inc,learning
mu_alphaV_con,0.0723005,V,con,learning
mu_alphaV_inc,0.0284386,V,inc,learning
mu_alphaP_con,0.0665119,P,con,learning
mu_alphaP_inc,0.0178089,P,inc,learning
mu_alphaV_con,0.0802668,V,con,learning
mu_alphaV_inc,0.0225418,V,inc,learning
mu_alphaP_con,0.0583543,P,con,learning
mu_alphaP_inc,0.0226495,P,inc,learning
mu_alphaV_con,0.078653,V,con,learning
mu_alphaV_inc,0.0314364,V,inc,learning
mu_alphaP_con,0.0601768,P,con,learning
mu_alphaP_inc,0.0218964,P,inc,learning
mu_alphaV_con,0.0801529,V,con,learning
mu_alphaV_inc,0.0269732,V,inc,learning
mu_alphaP_con,0.0658246,P,con,learning
mu_alphaP_inc,0.0195168,P,inc,learning
mu_alphaV_con,0.0773151,V,con,learning
mu_alphaV_inc,0.0317706,V,inc,learning
mu_alphaP_con,0.063142,P,con,learning
mu_alphaP_inc,0.0216489,P,inc,learning
mu_alphaV_con,0.0752619,V,con,learning
mu_alphaV_inc,0.0293609,V,inc,learning
mu_alphaP_con,0.0529836,P,con,learning
mu_alphaP_inc,0.0179908,P,inc,learning
mu_alphaV_con,0.0669105,V,con,learning
mu_alphaV_inc,0.0262776,V,inc,learning
mu_alphaP_con,0.0555423,P,con,learning
mu_alphaP_inc,0.0200472,P,inc,learning
mu_alphaV_con,0.0659866,V,con,learning
mu_alphaV_inc,0.030491,V,inc,learning
mu_alphaP_con,0.0530833,P,con,learning
mu_alphaP_inc,0.0151722,P,inc,learning
mu_alphaV_con,0.0752292,V,con,learning
mu_alphaV_inc,0.0291597,V,inc,learning
mu_alphaP_con,0.0557294,P,con,learning
mu_alphaP_inc,0.0215857,P,inc,learning
mu_alphaV_con,0.0863718,V,con,learning
mu_alphaV_inc,0.0296613,V,inc,learning
mu_alphaP_con,0.054917,P,con,learning
mu_alphaP_inc,0.0214983,P,inc,learning
mu_alphaV_con,0.0814333,V,con,learning
mu_alphaV_inc,0.0264056,V,inc,learning
mu_alphaP_con,0.0771488,P,con,learning
mu_alphaP_inc,0.0210932,P,inc,learning
mu_alphaV_con,0.071974,V,con,learning
mu_alphaV_inc,0.0250135,V,inc,learning
mu_alphaP_con,0.0468299,P,con,learning
mu_alphaP_inc,0.0204166,P,inc,learning
mu_alphaV_con,0.0736134,V,con,learning
mu_alphaV_inc,0.0298074,V,inc,learning
mu_alphaP_con,0.0620986,P,con,learning
mu_alphaP_inc,0.0201279,P,inc,learning
mu_alphaV_con,0.086799,V,con,learning
mu_alphaV_inc,0.0305301,V,inc,learning
mu_alphaP_con,0.0605243,P,con,learning
mu_alphaP_inc,0.018035700000000002,P,inc,learning
mu_alphaV_con,0.0818515,V,con,learning
mu_alphaV_inc,0.0249252,V,inc,learning
mu_alphaP_con,0.0506663,P,con,learning
mu_alphaP_inc,0.0252406,P,inc,learning
mu_alphaV_con,0.0712662,V,con,learning
mu_alphaV_inc,0.0310034,V,inc,learning
mu_alphaP_con,0.0693124,P,con,learning
mu_alphaP_inc,0.0225783,P,inc,learning
mu_alphaV_con,0.0747725,V,con,learning
mu_alphaV_inc,0.0246548,V,inc,learning
mu_alphaP_con,0.0590651,P,con,learning
mu_alphaP_inc,0.0252783,P,inc,learning
mu_alphaV_con,0.0637525,V,con,learning
mu_alphaV_inc,0.0354657,V,inc,learning
mu_alphaP_con,0.0542576,P,con,learning
mu_alphaP_inc,0.0259017,P,inc,learning
mu_alphaV_con,0.0697584,V,con,learning
mu_alphaV_inc,0.0351022,V,inc,learning
mu_alphaP_con,0.0511801,P,con,learning
mu_alphaP_inc,0.0249488,P,inc,learning
mu_alphaV_con,0.082312,V,con,learning
mu_alphaV_inc,0.0274446,V,inc,learning
mu_alphaP_con,0.053928,P,con,learning
mu_alphaP_inc,0.0233805,P,inc,learning
mu_alphaV_con,0.0767769,V,con,learning
mu_alphaV_inc,0.0291649,V,inc,learning
mu_alphaP_con,0.0564334,P,con,learning
mu_alphaP_inc,0.0242312,P,inc,learning
mu_alphaV_con,0.075483,V,con,learning
mu_alphaV_inc,0.0330066,V,inc,learning
mu_alphaP_con,0.058318,P,con,learning
mu_alphaP_inc,0.0210778,P,inc,learning
mu_alphaV_con,0.0724333,V,con,learning
mu_alphaV_inc,0.0270718,V,inc,learning
mu_alphaP_con,0.0528909,P,con,learning
mu_alphaP_inc,0.0242031,P,inc,learning
mu_alphaV_con,0.0759696,V,con,learning
mu_alphaV_inc,0.0282539,V,inc,learning
mu_alphaP_con,0.0537659,P,con,learning
mu_alphaP_inc,0.0185738,P,inc,learning
mu_alphaV_con,0.0885301,V,con,learning
mu_alphaV_inc,0.0331447,V,inc,learning
mu_alphaP_con,0.0575387,P,con,learning
mu_alphaP_inc,0.0185645,P,inc,learning
mu_alphaV_con,0.0804806,V,con,learning
mu_alphaV_inc,0.0266971,V,inc,learning
mu_alphaP_con,0.0566172,P,con,learning
mu_alphaP_inc,0.0201843,P,inc,learning
mu_alphaV_con,0.0851138,V,con,learning
mu_alphaV_inc,0.0291545,V,inc,learning
mu_alphaP_con,0.0570997,P,con,learning
mu_alphaP_inc,0.0157109,P,inc,learning
mu_alphaV_con,0.0739489,V,con,learning
mu_alphaV_inc,0.0288068,V,inc,learning
mu_alphaP_con,0.0627887,P,con,learning
mu_alphaP_inc,0.0172772,P,inc,learning
mu_alphaV_con,0.0738884,V,con,learning
mu_alphaV_inc,0.0329938,V,inc,learning
mu_alphaP_con,0.0603947,P,con,learning
mu_alphaP_inc,0.0174452,P,inc,learning
mu_alphaV_con,0.0749243,V,con,learning
mu_alphaV_inc,0.0349867,V,inc,learning
mu_alphaP_con,0.0545498,P,con,learning
mu_alphaP_inc,0.0139073,P,inc,learning
mu_alphaV_con,0.0762264,V,con,learning
mu_alphaV_inc,0.0288163,V,inc,learning
mu_alphaP_con,0.0637279,P,con,learning
mu_alphaP_inc,0.0166103,P,inc,learning
mu_alphaV_con,0.0698589,V,con,learning
mu_alphaV_inc,0.0278155,V,inc,learning
mu_alphaP_con,0.0640754,P,con,learning
mu_alphaP_inc,0.0220254,P,inc,learning
mu_alphaV_con,0.0823131,V,con,learning
mu_alphaV_inc,0.0211784,V,inc,learning
mu_alphaP_con,0.0707367,P,con,learning
mu_alphaP_inc,0.0217391,P,inc,learning
mu_alphaV_con,0.0782899,V,con,learning
mu_alphaV_inc,0.0386141,V,inc,learning
mu_alphaP_con,0.0675844,P,con,learning
mu_alphaP_inc,0.0230447,P,inc,learning
mu_alphaV_con,0.0804767,V,con,learning
mu_alphaV_inc,0.0330773,V,inc,learning
mu_alphaP_con,0.0608707,P,con,learning
mu_alphaP_inc,0.0242789,P,inc,learning
mu_alphaV_con,0.0752099,V,con,learning
mu_alphaV_inc,0.0285444,V,inc,learning
mu_alphaP_con,0.0661111,P,con,learning
mu_alphaP_inc,0.0196288,P,inc,learning
mu_alphaV_con,0.0743517,V,con,learning
mu_alphaV_inc,0.0285715,V,inc,learning
mu_alphaP_con,0.0664142,P,con,learning
mu_alphaP_inc,0.021112,P,inc,learning
mu_alphaV_con,0.0807309,V,con,learning
mu_alphaV_inc,0.0274875,V,inc,learning
mu_alphaP_con,0.0517056,P,con,learning
mu_alphaP_inc,0.0204342,P,inc,learning
mu_alphaV_con,0.0928171,V,con,learning
mu_alphaV_inc,0.0298732,V,inc,learning
mu_alphaP_con,0.0591255,P,con,learning
mu_alphaP_inc,0.0187187,P,inc,learning
mu_alphaV_con,0.091519,V,con,learning
mu_alphaV_inc,0.0316889,V,inc,learning
mu_alphaP_con,0.0564339,P,con,learning
mu_alphaP_inc,0.020499,P,inc,learning
mu_alphaV_con,0.0893928,V,con,learning
mu_alphaV_inc,0.0322351,V,inc,learning
mu_alphaP_con,0.0575121,P,con,learning
mu_alphaP_inc,0.0203783,P,inc,learning
mu_alphaV_con,0.0695526,V,con,learning
mu_alphaV_inc,0.0307714,V,inc,learning
mu_alphaP_con,0.0550507,P,con,learning
mu_alphaP_inc,0.0150457,P,inc,learning
mu_alphaV_con,0.0776523,V,con,learning
mu_alphaV_inc,0.0287116,V,inc,learning
mu_alphaP_con,0.059199,P,con,learning
mu_alphaP_inc,0.0220622,P,inc,learning
mu_alphaV_con,0.0817929,V,con,learning
mu_alphaV_inc,0.0310176,V,inc,learning
mu_alphaP_con,0.0563867,P,con,learning
mu_alphaP_inc,0.0220464,P,inc,learning
mu_alphaV_con,0.0703114,V,con,learning
mu_alphaV_inc,0.0321239,V,inc,learning
mu_alphaP_con,0.0643256,P,con,learning
mu_alphaP_inc,0.0214929,P,inc,learning
mu_alphaV_con,0.0754469,V,con,learning
mu_alphaV_inc,0.0244684,V,inc,learning
mu_alphaP_con,0.0558464,P,con,learning
mu_alphaP_inc,0.0207026,P,inc,learning
mu_alphaV_con,0.064789,V,con,learning
mu_alphaV_inc,0.0258826,V,inc,learning
mu_alphaP_con,0.052897,P,con,learning
mu_alphaP_inc,0.0204169,P,inc,learning
mu_alphaV_con,0.0926176,V,con,learning
mu_alphaV_inc,0.0325156,V,inc,learning
mu_alphaP_con,0.0553521,P,con,learning
mu_alphaP_inc,0.019192,P,inc,learning
mu_alphaV_con,0.0642413,V,con,learning
mu_alphaV_inc,0.026376,V,inc,learning
mu_alphaP_con,0.064024,P,con,learning
mu_alphaP_inc,0.0185779,P,inc,learning
mu_alphaV_con,0.0746972,V,con,learning
mu_alphaV_inc,0.03035,V,inc,learning
mu_alphaP_con,0.0633323,P,con,learning
mu_alphaP_inc,0.0271739,P,inc,learning
mu_alphaV_con,0.0676387,V,con,learning
mu_alphaV_inc,0.0240888,V,inc,learning
mu_alphaP_con,0.0682512,P,con,learning
mu_alphaP_inc,0.0184815,P,inc,learning
mu_alphaV_con,0.0948815,V,con,learning
mu_alphaV_inc,0.0233246,V,inc,learning
mu_alphaP_con,0.0550854,P,con,learning
mu_alphaP_inc,0.0172795,P,inc,learning
mu_alphaV_con,0.0734279,V,con,learning
mu_alphaV_inc,0.0317243,V,inc,learning
mu_alphaP_con,0.0748,P,con,learning
mu_alphaP_inc,0.0195161,P,inc,learning
mu_alphaV_con,0.0825037,V,con,learning
mu_alphaV_inc,0.0237244,V,inc,learning
mu_alphaP_con,0.0504279,P,con,learning
mu_alphaP_inc,0.0176313,P,inc,learning
mu_alphaV_con,0.0827997,V,con,learning
mu_alphaV_inc,0.0364918,V,inc,learning
mu_alphaP_con,0.074572,P,con,learning
mu_alphaP_inc,0.0231986,P,inc,learning
mu_alphaV_con,0.0881633,V,con,learning
mu_alphaV_inc,0.0280404,V,inc,learning
mu_alphaP_con,0.0573901,P,con,learning
mu_alphaP_inc,0.020908,P,inc,learning
mu_alphaV_con,0.0783999,V,con,learning
mu_alphaV_inc,0.0295621,V,inc,learning
mu_alphaP_con,0.0675915,P,con,learning
mu_alphaP_inc,0.0188262,P,inc,learning
mu_alphaV_con,0.0734724,V,con,learning
mu_alphaV_inc,0.0290347,V,inc,learning
mu_alphaP_con,0.0670496,P,con,learning
mu_alphaP_inc,0.0182617,P,inc,learning
mu_alphaV_con,0.0882033,V,con,learning
mu_alphaV_inc,0.0286314,V,inc,learning
mu_alphaP_con,0.0637344,P,con,learning
mu_alphaP_inc,0.0230814,P,inc,learning
mu_alphaV_con,0.0677408,V,con,learning
mu_alphaV_inc,0.0262989,V,inc,learning
mu_alphaP_con,0.0588171,P,con,learning
mu_alphaP_inc,0.0200533,P,inc,learning
mu_alphaV_con,0.0779443,V,con,learning
mu_alphaV_inc,0.0304434,V,inc,learning
mu_alphaP_con,0.0643538,P,con,learning
mu_alphaP_inc,0.020613,P,inc,learning
mu_alphaV_con,0.0766894,V,con,learning
mu_alphaV_inc,0.030351,V,inc,learning
mu_alphaP_con,0.0666784,P,con,learning
mu_alphaP_inc,0.0207149,P,inc,learning
mu_alphaV_con,0.0721718,V,con,learning
mu_alphaV_inc,0.0273994,V,inc,learning
mu_alphaP_con,0.0507824,P,con,learning
mu_alphaP_inc,0.0207884,P,inc,learning
mu_alphaV_con,0.0736177,V,con,learning
mu_alphaV_inc,0.0272402,V,inc,learning
mu_alphaP_con,0.0872327,P,con,learning
mu_alphaP_inc,0.0216193,P,inc,learning
mu_alphaV_con,0.0834215,V,con,learning
mu_alphaV_inc,0.0282979,V,inc,learning
mu_alphaP_con,0.0495192,P,con,learning
mu_alphaP_inc,0.0276744,P,inc,learning
mu_alphaV_con,0.0727868,V,con,learning
mu_alphaV_inc,0.0270774,V,inc,learning
mu_alphaP_con,0.0467954,P,con,learning
mu_alphaP_inc,0.0169434,P,inc,learning
mu_alphaV_con,0.0701159,V,con,learning
mu_alphaV_inc,0.0316059,V,inc,learning
mu_alphaP_con,0.0750391,P,con,learning
mu_alphaP_inc,0.0201126,P,inc,learning
