parameter,value,domain,congruency,par_class
mu_alphaP_inc,0.012024,P,inc,learning
mu_alphaV_con,0.0892998,V,con,learning
mu_alphaV_inc,0.0118177,V,inc,learning
mu_alphaP_con,0.043303,P,con,learning
mu_alphaP_inc,0.0132173,P,inc,learning
mu_alphaV_con,0.100404,V,con,learning
mu_alphaV_inc,0.0170937,V,inc,learning
mu_alphaP_con,0.0451425,P,con,learning
mu_alphaP_inc,0.0120061,P,inc,learning
mu_alphaV_con,0.0936023,V,con,learning
mu_alphaV_inc,0.0123777,V,inc,learning
mu_alphaP_con,0.0499792,P,con,learning
mu_alphaP_inc,0.0143241,P,inc,learning
mu_alphaV_con,0.107338,V,con,learning
mu_alphaV_inc,0.0126861,V,inc,learning
mu_alphaP_con,0.0509524,P,con,learning
mu_alphaP_inc,0.0163989,P,inc,learning
mu_alphaV_con,0.0936707,V,con,learning
mu_alphaV_inc,0.01321,V,inc,learning
mu_alphaP_con,0.051335,P,con,learning
mu_alphaP_inc,0.0188563,P,inc,learning
mu_alphaV_con,0.0798319,V,con,learning
mu_alphaV_inc,0.010991,V,inc,learning
mu_alphaP_con,0.0401432,P,con,learning
mu_alphaP_inc,0.0137275,P,inc,learning
mu_alphaV_con,0.0848085,V,con,learning
mu_alphaV_inc,0.013733799999999999,V,inc,learning
mu_alphaP_con,0.0494749,P,con,learning
mu_alphaP_inc,0.0191602,P,inc,learning
mu_alphaV_con,0.0956052,V,con,learning
mu_alphaV_inc,0.015076,V,inc,learning
mu_alphaP_con,0.0466106,P,con,learning
mu_alphaP_inc,0.0160402,P,inc,learning
mu_alphaV_con,0.105564,V,con,learning
mu_alphaV_inc,0.0148258,V,inc,learning
mu_alphaP_con,0.0508785,P,con,learning
mu_alphaP_inc,0.0139927,P,inc,learning
mu_alphaV_con,0.0935113,V,con,learning
mu_alphaV_inc,0.0139933,V,inc,learning
mu_alphaP_con,0.0333493,P,con,learning
mu_alphaP_inc,0.0118465,P,inc,learning
mu_alphaV_con,0.0928233,V,con,learning
mu_alphaV_inc,0.0193043,V,inc,learning
mu_alphaP_con,0.0557272,P,con,learning
mu_alphaP_inc,0.0111994,P,inc,learning
mu_alphaV_con,0.0950786,V,con,learning
mu_alphaV_inc,0.0147009,V,inc,learning
mu_alphaP_con,0.0353734,P,con,learning
mu_alphaP_inc,0.0133641,P,inc,learning
mu_alphaV_con,0.092891,V,con,learning
mu_alphaV_inc,0.0146702,V,inc,learning
mu_alphaP_con,0.0452212,P,con,learning
mu_alphaP_inc,0.0130076,P,inc,learning
mu_alphaV_con,0.106155,V,con,learning
mu_alphaV_inc,0.0109525,V,inc,learning
mu_alphaP_con,0.0396929,P,con,learning
mu_alphaP_inc,0.0141063,P,inc,learning
mu_alphaV_con,0.132048,V,con,learning
mu_alphaV_inc,0.0162353,V,inc,learning
mu_alphaP_con,0.0462336,P,con,learning
mu_alphaP_inc,0.0150639,P,inc,learning
mu_alphaV_con,0.0767219,V,con,learning
mu_alphaV_inc,0.0109128,V,inc,learning
mu_alphaP_con,0.0474244,P,con,learning
mu_alphaP_inc,0.0156113,P,inc,learning
mu_alphaV_con,0.098582,V,con,learning
mu_alphaV_inc,0.0118995,V,inc,learning
mu_alphaP_con,0.049313,P,con,learning
mu_alphaP_inc,0.0133631,P,inc,learning
mu_alphaV_con,0.0802815,V,con,learning
mu_alphaV_inc,0.0118229,V,inc,learning
mu_alphaP_con,0.0453653,P,con,learning
mu_alphaP_inc,0.0168397,P,inc,learning
mu_alphaV_con,0.0951153,V,con,learning
mu_alphaV_inc,0.0156825,V,inc,learning
mu_alphaP_con,0.049672,P,con,learning
mu_alphaP_inc,0.0151926,P,inc,learning
mu_alphaV_con,0.101825,V,con,learning
mu_alphaV_inc,0.0159331,V,inc,learning
mu_alphaP_con,0.042528,P,con,learning
mu_alphaP_inc,0.0170922,P,inc,learning
mu_alphaV_con,0.087161,V,con,learning
mu_alphaV_inc,0.0130539,V,inc,learning
mu_alphaP_con,0.045692,P,con,learning
mu_alphaP_inc,0.0118512,P,inc,learning
mu_alphaV_con,0.085342199999999993,V,con,learning
mu_alphaV_inc,0.0126378,V,inc,learning
mu_alphaP_con,0.0523861,P,con,learning
mu_alphaP_inc,0.0134254,P,inc,learning
mu_alphaV_con,0.088072,V,con,learning
mu_alphaV_inc,0.0161448,V,inc,learning
mu_alphaP_con,0.0426728,P,con,learning
mu_alphaP_inc,0.0139713,P,inc,learning
mu_alphaV_con,0.0997787,V,con,learning
mu_alphaV_inc,0.0197973,V,inc,learning
mu_alphaP_con,0.0560397,P,con,learning
mu_alphaP_inc,0.0165107,P,inc,learning
mu_alphaV_con,0.102707,V,con,learning
mu_alphaV_inc,0.0158874,V,inc,learning
mu_alphaP_con,0.0344069,P,con,learning
mu_alphaP_inc,0.0115498,P,inc,learning
mu_alphaV_con,0.0902208,V,con,learning
mu_alphaV_inc,0.00920531,V,inc,learning
mu_alphaP_con,0.0430252,P,con,learning
mu_alphaP_inc,0.0113458,P,inc,learning
mu_alphaV_con,0.111456,V,con,learning
mu_alphaV_inc,0.0141434,V,inc,learning
mu_alphaP_con,0.0426634,P,con,learning
mu_alphaP_inc,0.0148049,P,inc,learning
mu_alphaV_con,0.0765273,V,con,learning
mu_alphaV_inc,0.0119936,V,inc,learning
mu_alphaP_con,0.0515126,P,con,learning
mu_alphaP_inc,0.0158269,P,inc,learning
mu_alphaV_con,0.0793383,V,con,learning
mu_alphaV_inc,0.0156454,V,inc,learning
mu_alphaP_con,0.0418411,P,con,learning
mu_alphaP_inc,0.013628,P,inc,learning
mu_alphaV_con,0.088425,V,con,learning
mu_alphaV_inc,0.0106996,V,inc,learning
mu_alphaP_con,0.0493056,P,con,learning
mu_alphaP_inc,0.00970717,P,inc,learning
mu_alphaV_con,0.10694,V,con,learning
mu_alphaV_inc,0.0168013,V,inc,learning
mu_alphaP_con,0.0418728,P,con,learning
mu_alphaP_inc,0.0139971,P,inc,learning
mu_alphaV_con,0.108945,V,con,learning
mu_alphaV_inc,0.0127078,V,inc,learning
mu_alphaP_con,0.0458035,P,con,learning
mu_alphaP_inc,0.0109458,P,inc,learning
mu_alphaV_con,0.105977,V,con,learning
mu_alphaV_inc,0.0161446,V,inc,learning
mu_alphaP_con,0.0533816,P,con,learning
mu_alphaP_inc,0.0170114,P,inc,learning
mu_alphaV_con,0.10882,V,con,learning
mu_alphaV_inc,0.0132255,V,inc,learning
mu_alphaP_con,0.0395436,P,con,learning
mu_alphaP_inc,0.011295,P,inc,learning
mu_alphaV_con,0.109748,V,con,learning
mu_alphaV_inc,0.0148969,V,inc,learning
mu_alphaP_con,0.0467234,P,con,learning
mu_alphaP_inc,0.0192899,P,inc,learning
mu_alphaV_con,0.10315,V,con,learning
mu_alphaV_inc,0.0153969,V,inc,learning
mu_alphaP_con,0.0538341,P,con,learning
mu_alphaP_inc,0.0138293,P,inc,learning
mu_alphaV_con,0.0844948,V,con,learning
mu_alphaV_inc,0.0129977,V,inc,learning
mu_alphaP_con,0.0507529,P,con,learning
mu_alphaP_inc,0.0107999,P,inc,learning
mu_alphaV_con,0.0885716,V,con,learning
mu_alphaV_inc,0.00994212,V,inc,learning
mu_alphaP_con,0.0426123,P,con,learning
mu_alphaP_inc,0.0114102,P,inc,learning
mu_alphaV_con,0.0957029,V,con,learning
mu_alphaV_inc,0.0146984,V,inc,learning
mu_alphaP_con,0.0552727,P,con,learning
mu_alphaP_inc,0.014263,P,inc,learning
mu_alphaV_con,0.0884796,V,con,learning
mu_alphaV_inc,0.0137815,V,inc,learning
mu_alphaP_con,0.0451117,P,con,learning
mu_alphaP_inc,0.0095364,P,inc,learning
mu_alphaV_con,0.0873377,V,con,learning
mu_alphaV_inc,0.0131057,V,inc,learning
mu_alphaP_con,0.0458801,P,con,learning
mu_alphaP_inc,0.0126828,P,inc,learning
mu_alphaV_con,0.10151,V,con,learning
mu_alphaV_inc,0.0167824,V,inc,learning
mu_alphaP_con,0.0361899,P,con,learning
mu_alphaP_inc,0.00871166,P,inc,learning
mu_alphaV_con,0.0954405,V,con,learning
mu_alphaV_inc,0.0156935,V,inc,learning
mu_alphaP_con,0.0347176,P,con,learning
mu_alphaP_inc,0.0136974,P,inc,learning
mu_alphaV_con,0.102607,V,con,learning
mu_alphaV_inc,0.0110686,V,inc,learning
mu_alphaP_con,0.0409226,P,con,learning
mu_alphaP_inc,0.0136258,P,inc,learning
mu_alphaV_con,0.0854988,V,con,learning
mu_alphaV_inc,0.013733799999999999,V,inc,learning
mu_alphaP_con,0.047114,P,con,learning
mu_alphaP_inc,0.0156878,P,inc,learning
mu_alphaV_con,0.106904,V,con,learning
mu_alphaV_inc,0.0129676,V,inc,learning
mu_alphaP_con,0.046119,P,con,learning
mu_alphaP_inc,0.0186729,P,inc,learning
mu_alphaV_con,0.106533,V,con,learning
mu_alphaV_inc,0.0157956,V,inc,learning
mu_alphaP_con,0.0433649,P,con,learning
mu_alphaP_inc,0.0171007,P,inc,learning
mu_alphaV_con,0.0931162,V,con,learning
mu_alphaV_inc,0.0154941,V,inc,learning
mu_alphaP_con,0.0479267,P,con,learning
mu_alphaP_inc,0.0120366,P,inc,learning
mu_alphaV_con,0.10666,V,con,learning
mu_alphaV_inc,0.0153167,V,inc,learning
mu_alphaP_con,0.0529782,P,con,learning
mu_alphaP_inc,0.0106899,P,inc,learning
mu_alphaV_con,0.0882066,V,con,learning
mu_alphaV_inc,0.0163588,V,inc,learning
mu_alphaP_con,0.0594874,P,con,learning
mu_alphaP_inc,0.0124784,P,inc,learning
mu_alphaV_con,0.108495,V,con,learning
mu_alphaV_inc,0.0162503,V,inc,learning
mu_alphaP_con,0.0436716,P,con,learning
mu_alphaP_inc,0.0164826,P,inc,learning
mu_alphaV_con,0.0919708,V,con,learning
mu_alphaV_inc,0.0157868,V,inc,learning
mu_alphaP_con,0.0562386,P,con,learning
mu_alphaP_inc,0.0146936,P,inc,learning
mu_alphaV_con,0.0811324,V,con,learning
mu_alphaV_inc,0.0115805,V,inc,learning
mu_alphaP_con,0.0495436,P,con,learning
mu_alphaP_inc,0.013656,P,inc,learning
mu_alphaV_con,0.0862253,V,con,learning
mu_alphaV_inc,0.0160852,V,inc,learning
mu_alphaP_con,0.0506815,P,con,learning
mu_alphaP_inc,0.0139567,P,inc,learning
mu_alphaV_con,0.0771791,V,con,learning
mu_alphaV_inc,0.0145915,V,inc,learning
mu_alphaP_con,0.0462453,P,con,learning
mu_alphaP_inc,0.0139547,P,inc,learning
mu_alphaV_con,0.0841365,V,con,learning
mu_alphaV_inc,0.0147242,V,inc,learning
mu_alphaP_con,0.0519639,P,con,learning
mu_alphaP_inc,0.0136219,P,inc,learning
mu_alphaV_con,0.0850402,V,con,learning
mu_alphaV_inc,0.0145957,V,inc,learning
mu_alphaP_con,0.0533327,P,con,learning
mu_alphaP_inc,0.0124755,P,inc,learning
mu_alphaV_con,0.0913851,V,con,learning
mu_alphaV_inc,0.0140364,V,inc,learning
mu_alphaP_con,0.0409857,P,con,learning
mu_alphaP_inc,0.0176846,P,inc,learning
mu_alphaV_con,0.0931931,V,con,learning
mu_alphaV_inc,0.0204081,V,inc,learning
mu_alphaP_con,0.042953,P,con,learning
mu_alphaP_inc,0.0145987,P,inc,learning
mu_alphaV_con,0.0985088,V,con,learning
mu_alphaV_inc,0.0125093,V,inc,learning
mu_alphaP_con,0.0426093,P,con,learning
mu_alphaP_inc,0.0138336,P,inc,learning
mu_alphaV_con,0.100069,V,con,learning
mu_alphaV_inc,0.0179046,V,inc,learning
mu_alphaP_con,0.0444343,P,con,learning
mu_alphaP_inc,0.01208,P,inc,learning
mu_alphaV_con,0.100271,V,con,learning
mu_alphaV_inc,0.0120573,V,inc,learning
mu_alphaP_con,0.0440864,P,con,learning
mu_alphaP_inc,0.0143231,P,inc,learning
mu_alphaV_con,0.108067,V,con,learning
mu_alphaV_inc,0.0165751,V,inc,learning
mu_alphaP_con,0.0467055,P,con,learning
mu_alphaP_inc,0.0143545,P,inc,learning
mu_alphaV_con,0.101288,V,con,learning
mu_alphaV_inc,0.0152553,V,inc,learning
mu_alphaP_con,0.0424457,P,con,learning
mu_alphaP_inc,0.0185577,P,inc,learning
mu_alphaV_con,0.105561,V,con,learning
mu_alphaV_inc,0.0147703,V,inc,learning
mu_alphaP_con,0.0411417,P,con,learning
mu_alphaP_inc,0.011494,P,inc,learning
mu_alphaV_con,0.0942445,V,con,learning
mu_alphaV_inc,0.0165199,V,inc,learning
mu_alphaP_con,0.0455727,P,con,learning
mu_alphaP_inc,0.00992978,P,inc,learning
mu_alphaV_con,0.100397,V,con,learning
mu_alphaV_inc,0.0117638,V,inc,learning
mu_alphaP_con,0.0477984,P,con,learning
mu_alphaP_inc,0.0161535,P,inc,learning
mu_alphaV_con,0.100278,V,con,learning
mu_alphaV_inc,0.0194827,V,inc,learning
mu_alphaP_con,0.0448758,P,con,learning
mu_alphaP_inc,0.0135842,P,inc,learning
mu_alphaV_con,0.0942886,V,con,learning
mu_alphaV_inc,0.0114598,V,inc,learning
mu_alphaP_con,0.0524748,P,con,learning
mu_alphaP_inc,0.0131235,P,inc,learning
mu_alphaV_con,0.0884409,V,con,learning
mu_alphaV_inc,0.0124066,V,inc,learning
mu_alphaP_con,0.0463148,P,con,learning
mu_alphaP_inc,0.0192871,P,inc,learning
mu_alphaV_con,0.0876278,V,con,learning
mu_alphaV_inc,0.0104938,V,inc,learning
mu_alphaP_con,0.0532753,P,con,learning
mu_alphaP_inc,0.0167276,P,inc,learning
mu_alphaV_con,0.0846282,V,con,learning
mu_alphaV_inc,0.01616,V,inc,learning
mu_alphaP_con,0.0375078,P,con,learning
mu_alphaP_inc,0.0126006,P,inc,learning
mu_alphaV_con,0.0900027,V,con,learning
mu_alphaV_inc,0.0146388,V,inc,learning
mu_alphaP_con,0.0411701,P,con,learning
mu_alphaP_inc,0.0168087,P,inc,learning
mu_alphaV_con,0.099771,V,con,learning
mu_alphaV_inc,0.0125496,V,inc,learning
mu_alphaP_con,0.0641437,P,con,learning
mu_alphaP_inc,0.0106612,P,inc,learning
mu_alphaV_con,0.0845357,V,con,learning
mu_alphaV_inc,0.0125478,V,inc,learning
mu_alphaP_con,0.0383777,P,con,learning
mu_alphaP_inc,0.0134589,P,inc,learning
mu_alphaV_con,0.0867347,V,con,learning
mu_alphaV_inc,0.0144164,V,inc,learning
mu_alphaP_con,0.0418253,P,con,learning
mu_alphaP_inc,0.0139457,P,inc,learning
mu_alphaV_con,0.0912547,V,con,learning
mu_alphaV_inc,0.0146325,V,inc,learning
mu_alphaP_con,0.0577027,P,con,learning
mu_alphaP_inc,0.0140256,P,inc,learning
mu_alphaV_con,0.105465,V,con,learning
mu_alphaV_inc,0.0113058,V,inc,learning
mu_alphaP_con,0.0392608,P,con,learning
mu_alphaP_inc,0.0149712,P,inc,learning
mu_alphaV_con,0.0867232,V,con,learning
mu_alphaV_inc,0.00943245,V,inc,learning
mu_alphaP_con,0.0500426,P,con,learning
mu_alphaP_inc,0.0129773,P,inc,learning
mu_alphaV_con,0.0999813,V,con,learning
mu_alphaV_inc,0.0110968,V,inc,learning
mu_alphaP_con,0.0473305,P,con,learning
mu_alphaP_inc,0.0128419,P,inc,learning
mu_alphaV_con,0.0893128,V,con,learning
mu_alphaV_inc,0.015387,V,inc,learning
mu_alphaP_con,0.0415023,P,con,learning
mu_alphaP_inc,0.0144855,P,inc,learning
mu_alphaV_con,0.0947556,V,con,learning
mu_alphaV_inc,0.0132191,V,inc,learning
mu_alphaP_con,0.0492044,P,con,learning
mu_alphaP_inc,0.0111831,P,inc,learning
mu_alphaV_con,0.0958854,V,con,learning
mu_alphaV_inc,0.0141262,V,inc,learning
mu_alphaP_con,0.049862,P,con,learning
mu_alphaP_inc,0.0188241,P,inc,learning
mu_alphaV_con,0.0988432,V,con,learning
mu_alphaV_inc,0.0141853,V,inc,learning
mu_alphaP_con,0.0464667,P,con,learning
mu_alphaP_inc,0.018178,P,inc,learning
mu_alphaV_con,0.0840917,V,con,learning
mu_alphaV_inc,0.01302,V,inc,learning
mu_alphaP_con,0.0533224,P,con,learning
mu_alphaP_inc,0.0196783,P,inc,learning
mu_alphaV_con,0.0962962,V,con,learning
mu_alphaV_inc,0.0204148,V,inc,learning
mu_alphaP_con,0.0441425,P,con,learning
mu_alphaP_inc,0.0112184,P,inc,learning
mu_alphaV_con,0.0835937,V,con,learning
mu_alphaV_inc,0.017231,V,inc,learning
mu_alphaP_con,0.047108,P,con,learning
mu_alphaP_inc,0.0139983,P,inc,learning
mu_alphaV_con,0.0890132,V,con,learning
mu_alphaV_inc,0.0146846,V,inc,learning
mu_alphaP_con,0.0507128,P,con,learning
mu_alphaP_inc,0.0146318,P,inc,learning
mu_alphaV_con,0.108776,V,con,learning
mu_alphaV_inc,0.0161984,V,inc,learning
mu_alphaP_con,0.0448493,P,con,learning
mu_alphaP_inc,0.0156689,P,inc,learning
mu_alphaV_con,0.0902394,V,con,learning
mu_alphaV_inc,0.0180473,V,inc,learning
mu_alphaP_con,0.043028,P,con,learning
mu_alphaP_inc,0.0164437,P,inc,learning
mu_alphaV_con,0.0828798,V,con,learning
mu_alphaV_inc,0.0162036,V,inc,learning
mu_alphaP_con,0.0421523,P,con,learning
mu_alphaP_inc,0.0152261,P,inc,learning
mu_alphaV_con,0.107741,V,con,learning
mu_alphaV_inc,0.0157843,V,inc,learning
mu_alphaP_con,0.0430706,P,con,learning
mu_alphaP_inc,0.0195206,P,inc,learning
mu_alphaV_con,0.105299,V,con,learning
mu_alphaV_inc,0.0119576,V,inc,learning
mu_alphaP_con,0.0390267,P,con,learning
mu_alphaP_inc,0.0123155,P,inc,learning
mu_alphaV_con,0.0848021,V,con,learning
mu_alphaV_inc,0.0128354,V,inc,learning
mu_alphaP_con,0.0492247,P,con,learning
mu_alphaP_inc,0.0122457,P,inc,learning
mu_alphaV_con,0.0981907,V,con,learning
mu_alphaV_inc,0.0154099,V,inc,learning
mu_alphaP_con,0.0399024,P,con,learning
mu_alphaP_inc,0.0139243,P,inc,learning
mu_alphaV_con,0.0942207,V,con,learning
mu_alphaV_inc,0.0173451,V,inc,learning
mu_alphaP_con,0.0483266,P,con,learning
mu_alphaP_inc,0.0112307,P,inc,learning
mu_alphaV_con,0.0933152,V,con,learning
mu_alphaV_inc,0.0154413,V,inc,learning
mu_alphaP_con,0.0418507,P,con,learning
mu_alphaP_inc,0.0114642,P,inc,learning
mu_alphaV_con,0.0919557,V,con,learning
mu_alphaV_inc,0.016226,V,inc,learning
mu_alphaP_con,0.0466569,P,con,learning
mu_alphaP_inc,0.0163693,P,inc,learning
mu_alphaV_con,0.0904007,V,con,learning
mu_alphaV_inc,0.0130952,V,inc,learning
mu_alphaP_con,0.0560933,P,con,learning
mu_alphaP_inc,0.012862,P,inc,learning
mu_alphaV_con,0.0916646,V,con,learning
mu_alphaV_inc,0.0132961,V,inc,learning
mu_alphaP_con,0.055121,P,con,learning
mu_alphaP_inc,0.01464,P,inc,learning
mu_alphaV_con,0.0855699,V,con,learning
mu_alphaV_inc,0.012343,V,inc,learning
mu_alphaP_con,0.0369822,P,con,learning
mu_alphaP_inc,0.0100837,P,inc,learning
mu_alphaV_con,0.0862567,V,con,learning
mu_alphaV_inc,0.0119976,V,inc,learning
mu_alphaP_con,0.055258,P,con,learning
mu_alphaP_inc,0.0146828,P,inc,learning
mu_alphaV_con,0.0939429,V,con,learning
mu_alphaV_inc,0.0135051,V,inc,learning
mu_alphaP_con,0.038766,P,con,learning
mu_alphaP_inc,0.0118846,P,inc,learning
mu_alphaV_con,0.0913711,V,con,learning
mu_alphaV_inc,0.0132146,V,inc,learning
mu_alphaP_con,0.0514961,P,con,learning
mu_alphaP_inc,0.0121474,P,inc,learning
mu_alphaV_con,0.103647,V,con,learning
mu_alphaV_inc,0.0125842,V,inc,learning
mu_alphaP_con,0.0471386,P,con,learning
mu_alphaP_inc,0.0171019,P,inc,learning
mu_alphaV_con,0.0780182,V,con,learning
mu_alphaV_inc,0.0126387,V,inc,learning
mu_alphaP_con,0.0455118,P,con,learning
mu_alphaP_inc,0.0130807,P,inc,learning
mu_alphaV_con,0.0995787,V,con,learning
mu_alphaV_inc,0.012354,V,inc,learning
mu_alphaP_con,0.0437146,P,con,learning
mu_alphaP_inc,0.0168515,P,inc,learning
mu_alphaV_con,0.0845321,V,con,learning
mu_alphaV_inc,0.013401,V,inc,learning
mu_alphaP_con,0.0421891,P,con,learning
mu_alphaP_inc,0.0146397,P,inc,learning
mu_alphaV_con,0.099269,V,con,learning
mu_alphaV_inc,0.011367,V,inc,learning
mu_alphaP_con,0.0398732,P,con,learning
mu_alphaP_inc,0.0129708,P,inc,learning
mu_alphaV_con,0.101898,V,con,learning
mu_alphaV_inc,0.0168888,V,inc,learning
mu_alphaP_con,0.0467733,P,con,learning
mu_alphaP_inc,0.0127952,P,inc,learning
mu_alphaV_con,0.0988517,V,con,learning
mu_alphaV_inc,0.0159256,V,inc,learning
mu_alphaP_con,0.0397848,P,con,learning
mu_alphaP_inc,0.0122187,P,inc,learning
mu_alphaV_con,0.0993448,V,con,learning
mu_alphaV_inc,0.0114505,V,inc,learning
mu_alphaP_con,0.0538162,P,con,learning
mu_alphaP_inc,0.0140447,P,inc,learning
mu_alphaV_con,0.0970248,V,con,learning
mu_alphaV_inc,0.01616,V,inc,learning
mu_alphaP_con,0.0418599,P,con,learning
mu_alphaP_inc,0.0129169,P,inc,learning
mu_alphaV_con,0.0934851,V,con,learning
mu_alphaV_inc,0.0141109,V,inc,learning
mu_alphaP_con,0.048599,P,con,learning
mu_alphaP_inc,0.01156,P,inc,learning
mu_alphaV_con,0.101371,V,con,learning
mu_alphaV_inc,0.0191381,V,inc,learning
mu_alphaP_con,0.0488969,P,con,learning
mu_alphaP_inc,0.0102869,P,inc,learning
mu_alphaV_con,0.100084,V,con,learning
mu_alphaV_inc,0.0136605,V,inc,learning
mu_alphaP_con,0.0418902,P,con,learning
mu_alphaP_inc,0.0121143,P,inc,learning
mu_alphaV_con,0.0949498,V,con,learning
mu_alphaV_inc,0.0183258,V,inc,learning
mu_alphaP_con,0.0445826,P,con,learning
mu_alphaP_inc,0.011817,P,inc,learning
mu_alphaV_con,0.0992372,V,con,learning
mu_alphaV_inc,0.0172327,V,inc,learning
mu_alphaP_con,0.041969,P,con,learning
mu_alphaP_inc,0.0146345,P,inc,learning
mu_alphaV_con,0.090676,V,con,learning
mu_alphaV_inc,0.0160996,V,inc,learning
mu_alphaP_con,0.0411788,P,con,learning
mu_alphaP_inc,0.013957,P,inc,learning
mu_alphaV_con,0.101752,V,con,learning
mu_alphaV_inc,0.0122292,V,inc,learning
mu_alphaP_con,0.0437488,P,con,learning
mu_alphaP_inc,0.0161809,P,inc,learning
mu_alphaV_con,0.102264,V,con,learning
mu_alphaV_inc,0.0199211,V,inc,learning
mu_alphaP_con,0.0462706,P,con,learning
mu_alphaP_inc,0.015747,P,inc,learning
mu_alphaV_con,0.101676,V,con,learning
mu_alphaV_inc,0.0118325,V,inc,learning
mu_alphaP_con,0.049752,P,con,learning
mu_alphaP_inc,0.0121463,P,inc,learning
mu_alphaV_con,0.0909907,V,con,learning
mu_alphaV_inc,0.0135795,V,inc,learning
mu_alphaP_con,0.0480499,P,con,learning
mu_alphaP_inc,0.0135943,P,inc,learning
mu_alphaV_con,0.093491,V,con,learning
mu_alphaV_inc,0.0134488,V,inc,learning
mu_alphaP_con,0.0467192,P,con,learning
mu_alphaP_inc,0.0170521,P,inc,learning
mu_alphaV_con,0.0911926,V,con,learning
mu_alphaV_inc,0.0131869,V,inc,learning
mu_alphaP_con,0.0451808,P,con,learning
mu_alphaP_inc,0.0164468,P,inc,learning
mu_alphaV_con,0.105767,V,con,learning
mu_alphaV_inc,0.0141507,V,inc,learning
mu_alphaP_con,0.0453943,P,con,learning
mu_alphaP_inc,0.0129099,P,inc,learning
mu_alphaV_con,0.0932423,V,con,learning
mu_alphaV_inc,0.0142178,V,inc,learning
mu_alphaP_con,0.0477382,P,con,learning
mu_alphaP_inc,0.0162362,P,inc,learning
mu_alphaV_con,0.0892385,V,con,learning
mu_alphaV_inc,0.014006,V,inc,learning
mu_alphaP_con,0.0481871,P,con,learning
mu_alphaP_inc,0.0153894,P,inc,learning
mu_alphaV_con,0.102733,V,con,learning
mu_alphaV_inc,0.012493,V,inc,learning
mu_alphaP_con,0.0361358,P,con,learning
mu_alphaP_inc,0.0111037,P,inc,learning
mu_alphaV_con,0.0960723,V,con,learning
mu_alphaV_inc,0.013042,V,inc,learning
mu_alphaP_con,0.0459291,P,con,learning
mu_alphaP_inc,0.0154725,P,inc,learning
mu_alphaV_con,0.0927459,V,con,learning
mu_alphaV_inc,0.0112353,V,inc,learning
mu_alphaP_con,0.0398158,P,con,learning
mu_alphaP_inc,0.0131938,P,inc,learning
mu_alphaV_con,0.0949763,V,con,learning
mu_alphaV_inc,0.0134634,V,inc,learning
mu_alphaP_con,0.0461507,P,con,learning
mu_alphaP_inc,0.0123235,P,inc,learning
mu_alphaV_con,0.100264,V,con,learning
mu_alphaV_inc,0.0135199,V,inc,learning
mu_alphaP_con,0.0413411,P,con,learning
mu_alphaP_inc,0.012785,P,inc,learning
mu_alphaV_con,0.0889883,V,con,learning
mu_alphaV_inc,0.0113006,V,inc,learning
mu_alphaP_con,0.054412,P,con,learning
mu_alphaP_inc,0.00951064,P,inc,learning
mu_alphaV_con,0.103129,V,con,learning
mu_alphaV_inc,0.0163199,V,inc,learning
mu_alphaP_con,0.0388146,P,con,learning
mu_alphaP_inc,0.0155249,P,inc,learning
mu_alphaV_con,0.0939483,V,con,learning
mu_alphaV_inc,0.0139301,V,inc,learning
mu_alphaP_con,0.0368474,P,con,learning
mu_alphaP_inc,0.0103503,P,inc,learning
mu_alphaV_con,0.103972,V,con,learning
mu_alphaV_inc,0.0160215,V,inc,learning
mu_alphaP_con,0.0518556,P,con,learning
mu_alphaP_inc,0.012205,P,inc,learning
mu_alphaV_con,0.102463,V,con,learning
mu_alphaV_inc,0.0137184,V,inc,learning
mu_alphaP_con,0.0568322,P,con,learning
mu_alphaP_inc,0.0083276,P,inc,learning
mu_alphaV_con,0.0843197,V,con,learning
mu_alphaV_inc,0.0128622,V,inc,learning
mu_alphaP_con,0.0442362,P,con,learning
mu_alphaP_inc,0.0109557,P,inc,learning
mu_alphaV_con,0.0872565,V,con,learning
mu_alphaV_inc,0.0140942,V,inc,learning
mu_alphaP_con,0.0392292,P,con,learning
mu_alphaP_inc,0.0133472,P,inc,learning
mu_alphaV_con,0.0832568,V,con,learning
mu_alphaV_inc,0.0113088,V,inc,learning
mu_alphaP_con,0.0416832,P,con,learning
mu_alphaP_inc,0.012114,P,inc,learning
mu_alphaV_con,0.105431,V,con,learning
mu_alphaV_inc,0.0112009,V,inc,learning
mu_alphaP_con,0.0393503,P,con,learning
mu_alphaP_inc,0.0118242,P,inc,learning
mu_alphaV_con,0.106418,V,con,learning
mu_alphaV_inc,0.0128359,V,inc,learning
mu_alphaP_con,0.0597864,P,con,learning
mu_alphaP_inc,0.0161878,P,inc,learning
mu_alphaV_con,0.102321,V,con,learning
mu_alphaV_inc,0.0159516,V,inc,learning
mu_alphaP_con,0.0464651,P,con,learning
mu_alphaP_inc,0.0148653,P,inc,learning
mu_alphaV_con,0.0857467,V,con,learning
mu_alphaV_inc,0.013804,V,inc,learning
mu_alphaP_con,0.0502715,P,con,learning
mu_alphaP_inc,0.0129782,P,inc,learning
mu_alphaV_con,0.0975031,V,con,learning
mu_alphaV_inc,0.0138144,V,inc,learning
mu_alphaP_con,0.0427724,P,con,learning
mu_alphaP_inc,0.0118547,P,inc,learning
mu_alphaV_con,0.0889521,V,con,learning
